10
100 1050
14 86 18
14 92 2
14 97 12
15 16 18
15 18 18
15 23 12
15 25 -4
15 30 4
15 35 20
15 37 4
15 39 10
15 40 8
15 47 10
15 48 4
15 52 2
15 57 20
15 59 20
15 61 4
15 63 12
15 64 2
15 74 20
15 78 8
15 83 18
15 84 20
15 88 16
15 92 16
15 95 14
15 96 14
15 99 18
16 17 14
16 24 10
16 30 4
16 32 6
16 33 4
16 36 2
16 41 20
16 43 14
16 46 8
16 47 -20
16 48 8
16 56 20
16 57 20
16 59 6
16 63 6
16 69 10
16 70 12
16 72 6
16 74 18
16 83 16
16 87 14
16 88 18
16 89 12
16 99 16
17 34 8
17 36 8
17 37 12
17 38 20
17 39 20
17 46 10
17 50 12
17 54 10
17 57 14
17 59 6
17 70 12
17 73 8
17 84 10
17 86 20
17 92 10
17 93 18
18 28 4
18 34 1
18 35 14
18 37 8
18 38 14
18 40 18
18 50 10
18 57 -8
18 59 18
18 60 4
18 61 4
18 67 4
18 68 10
18 73 12
18 77 20
18 82 10
18 86 16
18 88 10
18 92 10
18 95 16
19 24 10
19 25 14
19 26 18
19 28 18
19 41 12
19 44 -16
19 45 8
19 47 12
19 52 2
19 63 18
19 67 20
19 72 14
19 76 18
19 80 18
19 84 20
19 88 14
19 92 18
20 21 14
20 23 6
20 24 2
20 25 12
20 30 10
20 31 18
20 37 8
20 50 16
20 51 -14
20 52 20
20 53 4
20 55 6
20 58 16
20 69 10
20 70 4
20 71 8
20 74 20
20 75 6
20 82 16
20 91 2
20 94 12
21 23 6
21 29 6
21 30 10
21 49 14
21 52 20
21 56 2
21 58 8
21 74 14
21 81 2
21 82 16
21 88 8
21 90 16
21 98 12
21 99 2
22 24 4
22 42 18
22 46 -18
22 54 18
22 59 6
22 61 6
22 71 16
22 73 20
22 75 2
22 76 12
22 80 4
22 81 16
22 83 2
22 84 4
22 85 20
22 89 4
23 28 2
23 29 16
23 31 16
23 37 -16
23 42 12
23 45 4
23 46 12
23 51 18
23 53 6
23 54 20
23 64 8
23 65 6
23 68 20
23 70 8
23 74 8
23 87 18
23 90 2
23 91 12
23 98 -16
24 28 10
24 31 14
24 32 -14
24 37 10
24 40 20
24 41 2
24 42 18
24 50 18
24 51 14
24 53 -16
24 56 2
24 59 20
24 60 8
24 61 16
24 67 2
24 71 10
24 72 2
24 75 6
24 83 16
24 84 6
24 91 18
24 94 8
24 97 20
24 99 8
25 29 12
25 32 10
25 39 8
25 51 20
25 59 6
25 62 12
25 63 6
25 68 8
25 69 14
25 81 12
25 83 2
25 87 6
25 89 14
25 95 12
25 96 16
26 32 18
26 46 -6
26 48 8
26 51 12
26 57 18
26 64 8
26 69 12
26 72 12
26 75 12
26 76 16
26 79 18
26 80 4
26 88 6
26 96 16
27 31 -14
27 41 18
27 42 -8
27 54 12
27 56 2
27 62 6
27 65 18
27 66 10
27 73 20
27 76 14
27 86 18
27 87 18
27 91 2
28 30 8
28 34 10
28 35 12
28 36 6
28 37 -2
28 39 6
28 46 6
28 58 20
28 61 20
28 65 14
28 69 4
28 75 2
28 85 18
28 93 14
28 95 20
28 97 20
29 38 8
29 50 6
29 58 8
29 60 18
29 65 12
29 67 10
29 74 20
29 76 6
29 80 16
29 81 14
29 85 12
29 91 16
29 93 18
29 95 18
29 97 6
30 34 8
30 37 14
30 38 20
30 49 2
30 56 14
30 69 10
30 71 16
30 77 20
30 84 14
30 85 18
30 87 10
30 89 4
30 94 10
30 96 10
30 99 8
31 32 8
31 35 6
31 37 20
31 38 18
31 40 8
31 43 20
31 45 20
31 48 -4
31 51 20
31 58 4
31 64 2
31 66 6
31 72 20
31 85 20
31 86 10
31 87 16
31 91 18
31 93 2
32 38 12
32 41 2
32 42 -4
32 46 4
32 47 12
32 49 20
32 58 2
32 60 14
32 61 -12
32 65 10
32 70 14
32 73 4
32 75 10
32 76 16
32 98 16
33 34 4
33 36 14
33 40 14
33 47 2
33 51 14
33 53 -8
33 64 14
33 68 6
33 69 -10
33 70 12
33 77 8
33 82 12
33 83 8
33 85 14
33 92 10
33 95 4
33 99 20
34 43 12
34 51 10
34 57 16
34 58 6
34 62 12
34 65 6
34 69 10
34 73 10
34 74 2
34 75 20
34 77 1
34 78 14
34 84 18
34 85 2
34 86 2
34 88 20
34 97 14
35 37 14
35 41 10
35 46 20
35 53 -10
35 56 4
35 57 20
35 59 20
35 60 16
35 63 16
35 68 10
35 74 12
35 81 12
35 85 2
35 86 16
35 95 6
36 40 10
36 42 2
36 51 4
36 58 10
36 59 10
36 63 20
36 69 2
36 70 4
36 72 2
36 80 10
36 91 20
36 96 18
37 47 6
37 49 14
37 50 6
37 53 4
37 54 18
37 65 18
37 66 14
37 68 14
37 82 8
37 88 12
37 93 16
37 95 6
38 53 20
38 59 20
38 60 10
38 63 20
38 66 6
38 69 2
38 72 8
38 73 2
38 82 16
38 86 4
38 89 16
38 90 8
38 94 20
39 40 20
39 45 6
39 47 14
39 53 2
39 57 14
39 58 14
39 61 14
39 64 10
39 66 14
39 67 2
39 68 20
39 82 8
39 92 8
39 96 16
40 44 20
40 54 6
40 60 14
40 71 10
40 87 18
40 92 16
40 93 8
40 97 8
40 99 10
41 44 20
41 45 16
41 47 10
41 59 -2
41 63 16
41 65 10
41 70 4
41 74 8
41 77 18
41 79 6
41 99 12
42 56 8
42 57 16
42 58 14
42 60 14
42 67 12
42 74 8
42 81 2
42 87 2
42 91 16
42 95 20
43 46 8
43 48 14
43 50 10
43 62 14
43 69 8
43 70 10
43 74 14
43 78 18
43 84 2
43 85 16
43 86 10
43 94 8
44 51 12
44 66 12
44 74 12
44 79 8
44 88 14
44 89 18
44 95 4
45 49 12
45 50 4
45 51 20
45 52 10
45 55 6
45 58 20
45 61 4
45 63 12
45 72 4
45 74 8
45 76 20
45 77 14
45 79 2
45 80 14
45 83 4
45 84 18
45 89 20
45 97 10
46 53 8
46 54 10
46 56 8
46 57 -14
46 58 18
46 59 2
46 61 20
46 62 12
46 67 18
46 73 6
46 74 14
46 77 18
46 78 18
46 98 18
47 57 4
47 58 16
47 61 4
47 62 6
47 69 12
47 95 8
47 97 -8
48 51 20
48 52 10
48 53 -10
48 54 18
48 66 12
48 70 18
48 71 6
48 91 20
48 95 18
49 50 18
49 56 -10
49 59 16
49 61 6
49 63 14
49 73 18
49 87 4
49 99 6
50 53 4
50 56 2
50 69 4
50 86 12
50 89 16
50 90 10
51 52 18
51 53 -14
51 54 14
51 59 12
51 65 20
51 71 6
51 75 6
51 77 10
51 81 12
51 85 16
51 86 2
51 91 18
51 94 8
52 53 20
52 55 18
52 61 4
52 62 8
52 63 14
52 65 20
52 72 4
52 74 8
52 75 12
52 81 6
52 85 20
52 93 8
52 98 8
53 76 14
53 79 12
53 87 10
53 98 14
54 61 6
54 65 16
54 67 18
54 72 6
54 77 10
54 82 6
54 88 4
54 90 10
55 77 6
55 81 -18
55 95 16
56 59 12
56 61 20
56 64 6
56 65 18
56 76 4
56 78 10
56 87 6
56 90 16
56 95 2
57 63 6
57 71 16
57 75 4
57 76 12
57 79 10
57 86 20
57 91 16
57 93 2
57 98 16
58 64 8
58 65 10
58 78 4
58 85 20
58 93 14
58 97 2
59 60 16
59 63 18
59 65 16
59 76 2
59 84 8
59 91 8
59 96 16
60 67 18
60 68 14
60 70 16
60 73 12
60 86 16
60 87 12
60 89 16
60 98 12
61 69 12
61 77 6
61 79 10
61 83 4
61 96 10
61 97 -4
62 66 12
62 70 6
62 77 6
62 78 8
62 91 2
63 64 14
63 65 14
63 71 14
63 77 14
63 78 4
63 81 18
63 90 12
64 65 6
64 69 18
64 72 18
64 76 14
64 80 12
64 81 20
64 84 2
64 86 16
64 92 2
64 97 20
64 99 10
65 68 12
65 71 10
65 83 14
65 88 20
65 91 10
65 92 4
65 94 20
66 69 8
66 80 10
66 81 6
66 82 16
66 85 12
66 98 10
67 69 6
67 71 16
67 78 18
67 83 20
67 84 20
67 85 8
67 89 20
67 99 2
68 74 16
68 80 10
68 87 20
68 93 12
68 94 4
68 97 2
69 76 12
69 80 14
69 84 6
69 86 20
69 87 4
69 88 8
69 92 20
69 96 14
69 99 -8
70 76 16
70 77 6
70 82 12
70 93 2
70 96 16
71 72 2
71 75 12
71 78 20
71 79 12
71 85 6
71 86 6
71 87 6
71 89 20
71 91 10
71 93 10
71 94 4
71 95 2
71 98 20
71 99 8
72 87 4
72 89 16
73 77 8
73 87 12
73 89 20
74 75 6
74 76 12
74 79 4
74 91 -18
74 92 6
74 99 16
75 94 4
75 96 4
76 84 2
76 85 2
76 87 18
76 89 14
76 90 18
76 94 14
76 99 18
77 82 16
77 84 8
77 90 4
77 94 6
77 99 -19
78 91 -12
78 93 14
79 81 -12
79 88 4
79 90 8
79 95 16
79 97 8
80 82 20
80 87 20
80 96 18
81 98 20
82 83 10
82 87 4
82 89 20
82 96 2
82 97 4
83 91 12
83 96 16
83 97 18
83 98 12
84 95 20
85 94 16
85 95 14
85 99 14
86 94 18
87 90 2
87 92 6
87 97 20
88 91 16
89 98 8
90 94 14
90 96 2
90 97 6
90 98 14
91 95 6
92 95 8
93 94 16
93 97 6
94 95 6
94 97 14
96 98 20
97 98 10
98 99 2
100 1050
0 1 18
0 2 12
0 10 20
0 17 5
0 18 20
0 19 16
0 25 4
0 36 12
0 37 20
0 38 6
0 44 8
0 46 6
0 47 16
0 50 18
0 54 12
0 55 2
0 57 12
0 58 16
0 65 8
0 67 -4
0 68 16
0 74 16
0 78 6
0 80 6
0 82 -10
0 90 4
0 93 18
1 3 10
1 8 8
1 13 16
1 20 16
1 27 4
1 29 12
1 36 6
1 39 6
1 50 8
1 54 2
1 56 2
1 58 6
1 65 6
1 66 18
1 68 12
1 73 8
1 81 20
1 95 6
2 8 4
2 14 18
2 19 20
2 31 18
2 38 4
2 43 4
2 53 2
2 54 12
2 58 18
2 67 16
2 75 16
2 93 8
3 5 12
3 10 20
3 15 10
3 19 8
3 28 8
3 43 18
3 48 2
3 58 4
3 71 8
3 72 18
3 76 18
3 78 6
3 81 12
3 92 16
3 93 16
3 96 6
4 11 -18
4 12 6
4 14 2
4 15 12
4 23 4
4 25 4
4 28 16
4 29 12
4 38 4
4 49 4
4 50 14
4 66 14
4 68 18
4 78 4
4 84 20
4 96 16
5 6 14
5 14 20
5 18 4
5 36 -12
5 37 12
5 38 10
5 43 -2
5 44 16
5 50 6
5 51 8
5 52 12
5 53 12
5 55 16
5 68 12
5 72 2
5 81 8
5 82 2
5 84 2
5 92 8
6 8 20
6 17 10
6 18 14
6 20 -18
6 36 18
6 41 -14
6 51 2
6 62 -18
6 68 -14
6 79 18
6 82 8
6 83 14
6 90 14
6 91 20
6 93 4
6 95 4
6 98 4
7 9 4
7 11 -2
7 16 -12
7 17 2
7 22 4
7 24 10
7 26 20
7 27 2
7 29 4
7 30 10
7 40 18
7 43 16
7 50 20
7 56 4
7 62 4
7 66 6
7 77 10
7 87 8
7 88 10
7 96 16
7 98 16
8 10 18
8 13 4
8 18 6
8 19 14
8 27 18
8 30 8
8 32 -2
8 44 4
8 46 2
8 52 8
8 60 4
8 66 16
8 74 18
8 80 20
8 90 8
8 92 12
8 99 14
9 16 4
9 17 4
9 26 14
9 27 6
9 28 18
9 33 16
9 36 6
9 40 18
9 41 2
9 51 12
9 54 4
9 55 20
9 63 18
9 64 8
9 76 2
9 77 12
9 81 4
9 82 2
9 87 18
9 88 16
9 90 20
9 92 8
10 20 4
10 23 20
10 24 10
10 27 6
10 40 12
10 47 8
10 52 18
10 55 18
10 56 20
10 77 12
10 80 20
10 81 18
10 82 10
11 12 10
11 16 16
11 17 4
11 19 4
11 22 8
11 25 20
11 27 6
11 44 12
11 47 2
11 59 6
11 65 20
11 70 10
11 83 10
11 97 12
12 13 2
12 14 -14
12 18 14
12 21 18
12 22 16
12 28 16
12 36 18
12 37 18
12 44 10
12 47 2
12 49 6
12 50 8
12 56 14
12 59 12
12 61 12
12 64 18
12 65 4
12 79 20
12 82 12
12 89 10
12 97 18
13 17 -2
13 18 4
13 26 12
13 33 4
13 40 8
13 43 4
13 45 4
13 49 12
13 50 10
13 54 12
13 59 12
13 66 12
13 73 2
13 85 18
13 87 8
13 90 10
14 15 20
14 20 18
14 32 2
14 38 2
14 44 10
14 46 2
14 49 18
14 52 8
14 58 2
14 62 18
14 74 4
14 80 -6
14 86 20
14 89 8
14 94 8
14 98 20
15 21 16
15 27 8
15 31 6
15 41 -18
15 43 12
15 47 14
15 49 4
15 55 2
15 67 18
15 73 18
15 75 16
15 77 12
15 84 16
15 85 10
15 86 8
15 88 18
15 94 4
15 98 8
16 17 2
16 19 18
16 28 4
16 30 8
16 32 14
16 33 10
16 38 16
16 47 18
16 49 2
16 58 2
16 59 6
16 69 10
16 71 2
16 72 6
16 75 6
16 77 6
16 80 6
16 82 8
16 86 -12
16 91 18
16 93 -12
16 95 2
16 97 14
17 22 16
17 26 6
17 28 2
17 36 -19
17 39 16
17 50 14
17 52 4
17 70 4
17 73 6
17 88 20
17 95 12
17 97 20
18 22 8
18 32 16
18 34 2
18 44 14
18 51 20
18 55 -2
18 60 2
18 66 12
18 70 2
18 77 -4
18 79 8
18 80 18
18 86 8
18 91 4
18 96 14
18 97 14
18 99 4
19 28 10
19 31 6
19 32 12
19 33 2
19 34 14
19 40 16
19 51 8
19 55 4
19 63 10
19 65 14
19 69 10
19 77 12
19 78 10
19 79 2
19 82 6
19 83 4
19 87 2
19 89 6
20 23 12
20 24 4
20 27 6
20 30 18
20 31 8
20 32 14
20 33 12
20 35 2
20 36 14
20 38 10
20 40 2
20 42 12
20 43 16
20 49 20
20 55 2
20 60 8
20 66 20
20 68 10
20 78 16
20 79 20
20 81 10
20 86 6
20 90 12
20 97 4
20 99 18
21 25 20
21 26 10
21 27 2
21 28 12
21 31 4
21 40 10
21 54 20
21 57 14
21 58 10
21 61 8
21 62 16
21 66 20
21 72 14
21 83 6
21 84 10
21 87 6
21 93 6
22 33 20
22 35 18
22 36 12
22 38 6
22 40 14
22 46 10
22 47 10
22 48 8
22 52 12
22 55 4
22 56 12
22 58 18
22 59 16
22 64 10
22 68 14
22 69 2
22 70 10
22 81 20
22 82 14
22 97 8
23 25 6
23 30 6
23 31 18
23 32 18
23 34 18
23 41 20
23 50 6
23 53 14
23 58 14
23 59 8
23 61 14
23 62 8
23 66 6
23 70 4
23 78 8
23 81 6
23 88 6
23 91 6
23 96 4
23 98 8
24 26 8
24 28 4
24 29 2
24 31 18
24 32 8
24 40 8
24 43 20
24 46 18
24 58 14
24 59 20
24 60 18
24 64 10
24 66 10
24 67 -8
24 73 8
24 77 18
24 81 18
24 84 6
24 86 16
24 89 12
24 94 8
24 99 14
25 29 2
25 36 18
25 39 10
25 43 6
25 47 18
25 51 4
25 53 16
25 56 -6
25 57 4
25 61 2
25 64 -2
25 65 6
25 66 10
25 68 -2
25 70 16
25 74 10
25 77 2
25 78 2
25 80 18
25 92 18
25 93 8
26 33 10
26 34 8
26 38 2
26 43 14
26 44 -8
26 56 4
26 57 4
26 61 10
26 62 6
26 64 12
26 66 20
26 73 2
26 76 8
26 77 4
26 80 8
26 85 14
26 87 20
26 93 8
27 31 20
27 34 20
27 38 -4
27 40 4
27 42 4
27 71 -10
27 82 18
27 84 20
27 94 16
27 95 16
28 33 6
28 38 10
28 43 2
28 44 16
28 55 8
28 56 6
28 62 4
28 66 16
28 67 20
28 71 6
28 72 -18
29 31 18
29 32 20
29 35 18
29 36 -12
29 40 12
29 41 16
29 50 16
29 59 14
29 77 20
29 78 2
29 79 14
29 85 14
29 93 2
29 95 2
30 41 8
30 42 12
30 43 2
30 53 12
30 54 16
30 56 12
30 59 6
30 69 16
30 72 18
30 73 10
30 83 10
30 89 16
30 94 2
30 95 10
30 97 12
30 98 18
30 99 8
31 33 4
31 40 10
31 45 8
31 49 12
31 64 20
31 65 10
31 72 2
31 76 16
31 77 2
31 79 12
31 83 18
31 91 4
32 34 6
32 42 6
32 44 2
32 50 4
32 57 12
32 67 10
32 78 8
32 91 20
32 94 2
32 95 18
33 37 6
33 43 16
33 62 4
33 70 16
33 72 20
33 75 6
33 77 2
33 82 6
33 86 4
34 35 18
34 37 2
34 38 20
34 40 20
34 47 12
34 49 2
34 51 14
34 54 20
34 55 16
34 57 12
34 59 10
34 66 10
34 72 2
34 74 20
34 79 16
34 86 6
34 90 6
34 91 18
35 40 10
35 47 2
35 49 12
35 57 18
35 66 4
35 68 16
35 79 8
35 86 2
35 87 6
35 88 4
35 93 6
35 94 8
36 39 16
36 42 8
36 52 20
36 69 1
36 72 16
36 73 4
36 78 8
36 82 6
37 40 6
37 55 10
37 56 20
37 58 8
37 61 14
37 65 12
37 67 8
37 72 8
37 74 18
37 75 18
37 77 2
37 92 18
38 40 16
38 43 18
38 44 14
38 45 10
38 47 14
38 48 6
38 52 4
38 54 6
38 56 14
38 63 10
38 64 8
38 68 16
38 70 14
38 74 2
38 78 4
38 80 10
38 83 2
38 85 12
38 86 -14
38 91 18
39 40 4
39 42 2
39 47 6
39 50 10
39 53 10
39 54 12
39 59 12
39 61 2
39 62 18
39 65 12
39 66 12
39 69 4
39 72 6
39 73 18
39 77 8
39 80 -4
39 85 16
39 91 12
39 93 8
40 61 20
40 63 -2
40 68 10
40 69 8
40 76 12
40 80 6
40 85 6
40 93 18
41 43 2
41 44 10
41 53 6
41 65 12
41 66 18
41 74 10
41 79 2
41 80 4
41 83 10
41 87 12
41 90 16
41 91 2
41 98 8
42 50 18
42 53 18
42 54 8
42 56 2
42 58 20
42 63 16
42 65 20
42 66 20
42 67 12
42 69 12
42 74 12
42 76 4
42 81 4
42 96 2
43 44 6
43 50 14
43 59 2
43 64 8
43 66 8
43 70 20
43 79 2
43 86 18
43 87 16
43 88 20
43 94 14
43 99 4
44 56 20
44 60 12
44 62 4
44 66 18
44 71 20
44 76 18
44 78 20
44 92 12
44 93 14
44 94 20
44 97 20
45 48 20
45 61 12
45 65 14
45 73 18
45 74 18
45 79 16
45 83 20
45 94 2
45 97 4
46 49 20
46 61 20
46 62 10
46 67 8
46 68 10
46 69 -2
46 70 4
46 75 14
46 80 12
46 84 16
46 87 6
46 91 2
47 48 10
47 57 4
47 58 16
47 73 12
47 75 16
47 76 20
47 77 4
47 79 8
47 82 2
47 99 16
48 49 20
48 50 10
48 57 10
48 60 6
48 65 12
48 73 10
48 75 12
48 84 4
48 86 8
48 88 6
48 93 12
48 99 2
49 52 8
49 56 20
49 62 10
49 64 4
49 71 20
49 78 2
49 89 4
50 56 14
50 58 8
50 61 4
50 63 18
50 64 12
50 67 -14
50 70 14
50 72 16
50 80 8
50 83 -2
50 86 4
50 87 10
50 88 10
50 93 4
50 94 14
50 95 14
50 99 20
51 52 6
51 57 4
51 62 2
51 66 16
51 69 2
51 73 8
51 79 14
51 91 12
51 92 -16
51 97 8
51 99 6
52 53 12
52 55 12
52 57 2
52 60 16
52 63 16
52 69 2
52 70 12
52 78 6
52 79 18
52 91 2
52 94 16
52 98 20
52 99 -4
53 54 10
53 60 10
53 62 18
53 65 10
53 70 2
53 71 2
53 73 10
53 97 12
54 57 18
54 59 2
54 66 14
54 67 4
54 69 12
54 76 6
54 82 16
54 85 12
54 92 20
54 97 -6
54 99 4
55 63 20
55 87 -20
55 91 18
55 94 20
55 95 2
55 98 8
55 99 10
56 58 14
56 59 4
56 60 8
56 64 8
56 68 4
56 70 16
56 75 2
56 82 10
56 94 2
57 59 4
57 67 20
57 69 20
57 79 12
57 82 4
57 84 20
57 88 12
57 89 14
57 94 18
58 68 14
58 74 18
58 75 6
58 79 8
58 81 10
58 87 6
58 90 12
58 97 16
58 98 -16
58 99 18
59 69 18
59 76 12
59 83 6
59 84 14
59 86 8
59 87 16
59 88 2
59 89 10
59 90 -8
59 94 6
60 74 20
60 79 12
60 83 12
60 93 16
60 94 4
61 69 14
61 73 16
61 80 6
61 81 8
61 90 2
61 94 8
61 99 20
62 63 18
62 64 16
62 65 4
62 71 4
62 72 2
62 75 20
62 99 2
63 65 10
63 66 12
63 72 12
63 73 16
63 74 16
63 76 14
63 80 8
63 88 20
63 92 20
63 95 8
63 98 10
64 72 2
64 75 10
64 80 18
64 81 10
64 88 8
64 91 20
64 92 6
64 97 14
65 66 14
65 68 -2
65 70 10
65 71 4
65 74 10
65 75 2
65 77 18
65 81 20
65 89 -2
65 99 12
66 68 -14
66 78 8
66 80 12
66 82 10
66 87 16
66 88 20
66 96 20
67 68 12
67 69 14
67 70 20
67 73 10
67 74 4
67 92 10
67 95 20
68 72 20
68 74 20
68 77 18
68 79 20
68 82 8
68 84 6
68 90 12
68 98 20
69 73 6
69 82 2
69 86 18
69 91 4
69 94 2
69 96 -4
69 97 4
69 99 7
70 74 4
70 85 16
71 73 2
71 74 20
71 75 2
71 76 2
71 80 14
71 82 2
71 98 20
72 74 14
72 76 16
72 79 6
72 91 2
72 97 18
73 83 10
73 90 16
73 91 6
73 93 2
73 95 16
73 97 14
74 78 6
74 84 18
74 88 18
74 90 2
74 91 20
74 92 8
74 95 8
74 96 12
75 78 8
75 82 10
75 94 -12
75 95 18
75 98 14
76 77 16
76 82 6
76 89 4
76 90 2
76 95 18
77 88 -4
77 89 12
77 90 14
78 87 20
78 90 8
78 94 6
79 83 10
79 85 16
79 89 10
79 92 2
79 95 10
79 97 14
80 82 12
80 91 8
80 93 -10
80 94 18
81 83 18
81 84 14
81 88 14
81 90 4
81 91 4
82 84 6
82 91 10
82 95 6
82 96 4
83 84 8
83 91 12
83 97 4
83 99 12
84 93 18
84 94 6
85 86 4
85 90 -8
85 93 10
85 98 16
85 99 12
86 96 18
86 97 2
87 93 10
88 93 16
89 94 20
89 96 6
90 95 18
91 98 16
91 99 14
92 95 14
94 97 10
94 98 18
95 98 8
95 99 2
97 98 10
97 99 12
98 99 14
100 1050
0 1 10
0 3 8
0 4 16
0 6 20
0 13 6
0 16 -11
0 17 6
0 20 14
0 22 18
0 24 16
0 25 16
0 30 20
0 38 6
0 42 6
0 45 6
0 52 8
0 54 16
0 55 14
0 57 -6
0 59 14
0 63 10
0 66 18
0 70 14
0 77 2
0 80 -2
0 81 20
0 83 14
0 86 12
0 87 4
0 89 6
0 92 2
1 4 18
1 7 20
1 13 18
1 15 18
1 17 16
1 20 10
1 28 20
1 32 8
1 35 8
1 48 16
1 55 8
1 59 14
1 68 4
1 69 8
1 76 12
1 77 2
1 79 2
1 86 18
1 95 12
1 96 14
2 3 6
2 16 10
2 19 14
2 20 12
2 21 20
2 22 2
2 24 18
2 30 6
2 33 20
2 38 12
2 40 14
2 43 6
2 54 12
2 64 12
2 70 16
2 80 12
2 81 10
2 88 8
2 90 -12
3 4 6
3 5 12
3 7 8
3 8 10
3 9 20
3 17 14
3 19 16
3 20 16
3 21 2
3 27 20
3 32 -12
3 33 6
3 37 10
3 42 12
3 43 16
3 57 12
3 61 10
3 68 4
3 72 12
3 73 12
3 79 6
3 81 12
3 83 12
3 88 8
3 97 12
4 5 6
4 6 4
4 7 4
4 9 14
4 17 16
4 21 16
4 24 10
4 26 10
4 28 10
4 32 12
4 39 10
4 40 18
4 44 16
4 51 10
4 52 2
4 62 18
4 67 4
4 70 18
4 82 14
4 85 8
4 86 14
5 7 10
5 17 14
5 21 8
5 26 14
5 27 20
5 30 14
5 33 18
5 40 6
5 45 14
5 48 8
5 52 12
5 56 14
5 57 16
5 59 2
5 62 6
5 63 14
5 64 6
5 70 -18
5 71 8
5 79 2
5 80 8
5 88 2
5 97 10
6 11 -2
6 12 4
6 14 2
6 19 10
6 28 6
6 33 14
6 36 16
6 40 16
6 44 18
6 49 16
6 51 8
6 56 -8
6 57 4
6 60 18
6 61 6
6 67 2
6 74 4
6 75 -6
6 79 10
6 81 4
6 84 10
6 89 2
6 97 10
6 99 2
7 24 -14
7 33 18
7 52 10
7 55 14
7 56 6
7 76 2
7 80 14
7 82 10
7 85 16
7 88 6
7 93 16
8 11 10
8 12 4
8 13 16
8 17 4
8 22 6
8 24 16
8 30 8
8 35 10
8 36 4
8 41 2
8 43 10
8 47 4
8 49 12
8 52 6
8 60 16
8 64 18
8 65 6
8 66 8
8 70 14
8 78 20
8 79 -12
8 82 20
9 10 14
9 21 20
9 23 12
9 24 14
9 28 6
9 30 14
9 32 14
9 35 18
9 37 2
9 41 -18
9 49 12
9 53 10
9 56 2
9 58 8
