10
100 9900
1 47 2980
1 48 3348
1 49 2602
1 50 3061
1 51 3041
1 52 3277
1 53 2956
1 54 2981
1 55 3273
1 56 3218
1 57 3484
1 58 2962
1 59 3777
1 60 3261
1 61 3368
1 62 3052
1 63 3795
1 64 4041
1 65 3913
1 66 3721
1 67 3619
1 68 4051
1 69 4073
1 70 4372
1 71 3526
1 72 4454
1 73 4236
1 74 3724
1 75 3895
1 76 4528
1 77 4402
1 78 4191
1 79 4292
1 80 4807
1 81 4475
1 82 4351
1 83 4121
1 84 5016
1 85 4820
1 86 4371
1 87 5171
1 88 5177
1 89 4617
1 90 5417
1 91 4679
1 92 4565
1 93 4883
1 94 4843
1 95 5212
1 96 5664
1 97 5228
1 98 4863
1 99 5062
2 0 234
2 1 563
2 3 147
2 4 341
2 5 763
2 6 400
2 7 849
2 8 350
2 9 1261
2 10 753
2 11 927
2 12 968
2 13 917
2 14 858
2 15 1099
2 16 1409
2 17 1215
2 18 1021
2 19 1589
2 20 1618
2 21 1317
2 22 1797
2 23 1957
2 24 1425
2 25 2139
2 26 1897
2 27 1982
2 28 1661
2 29 1415
2 30 2112
2 31 1923
2 32 2359
2 33 2517
2 34 1638
2 35 2562
2 36 2671
2 37 2377
2 38 2566
2 39 2134
2 40 2516
2 41 1982
2 42 2784
2 43 2721
2 44 2648
2 45 2255
2 46 3140
2 47 2321
2 48 2516
2 49 2636
2 50 2400
2 51 3378
2 52 3272
2 53 2935
2 54 3095
2 55 3021
2 56 3653
2 57 3328
2 58 3411
2 59 3735
2 60 3470
2 61 3734
2 62 3044
2 63 3957
2 64 3836
2 65 4094
2 66 3497
2 67 3823
2 68 4010
2 69 3537
2 70 3510
2 71 3675
2 72 3529
2 73 4169
2 74 3855
2 75 4219
2 76 4653
2 77 4052
2 78 4356
2 79 4345
2 80 4415
2 81 4845
2 82 4517
2 83 4482
2 84 4467
2 85 4911
2 86 4992
2 87 4361
2 88 4837
2 89 4443
2 90 5144
2 91 4598
2 92 5488
2 93 4876
2 94 5145
2 95 5334
2 96 5119
2 97 5137
2 98 4930
2 99 5604
3 0 786
3 1 449
3 2 467
3 4 880
3 5 893
3 6 503
3 7 581
3 8 928
3 9 749
3 10 894
3 11 1176
3 12 812
3 13 1147
3 14 843
3 15 1491
3 16 734
3 17 1525
3 18 1549
3 19 1375
3 20 1505
3 21 1743
3 22 1302
3 23 1377
3 24 1690
3 25 1937
3 26 1987
3 27 2174
3 28 2197
3 29 1431
3 30 1629
3 31 1800
3 32 1505
3 33 2175
3 34 2142
3 35 1879
3 36 1702
3 37 1712
3 38 2400
3 39 2139
3 40 2117
3 41 2689
3 42 2483
3 43 2448
3 44 2137
3 45 2120
3 46 2438
3 47 2699
3 48 2965
3 49 2444
3 50 3200
3 51 2773
3 52 2830
3 53 3277
3 54 2919
3 55 3110
3 56 3595
3 57 2794
3 58 3561
3 59 3532
3 60 3002
3 61 3827
3 62 3129
3 63 3763
3 64 3516
3 65 4073
3 66 4132
3 67 3591
3 68 3404
3 69 4155
3 70 3780
3 71 3424
3 72 3684
3 73 3674
3 74 3876
3 75 3661
3 76 3816
3 77 4038
3 78 4102
3 79 4773
3 80 4167
3 81 4210
3 82 4874
3 83 4121
3 84 4488
3 85 4638
3 86 4887
3 87 4206
3 88 4289
3 89 4788
3 90 4519
3 91 5026
3 92 4518
3 93 5429
3 94 4862
3 95 4964
3 96 5631
3 97 5285
3 98 5683
3 99 4961
4 0 608
4 1 702
4 2 217
4 3 711
4 5 220
4 6 886
4 7 249
4 8 711
4 9 890
4 10 742
4 11 1114
4 12 904
4 13 493
4 14 1254
4 15 1465
4 16 1228
4 17 1173
4 18 1626
4 19 1694
4 20 1482
4 21 981
4 22 1022
4 23 1061
4 24 1873
4 25 1055
4 26 1260
4 27 2092
4 28 1339
4 29 1697
4 30 1851
4 31 1636
4 32 1503
4 33 1921
4 34 1740
4 35 2420
4 36 2561
4 37 2477
4 38 2191
4 39 2434
4 40 1829
4 41 1942
4 42 2598
4 43 1956
4 44 2540
4 45 3022
4 46 2992
4 47 2454
4 48 2310
4 49 2663
4 50 2641
4 51 2868
4 52 2777
4 53 3270
4 54 3119
4 55 2811
4 56 3160
4 57 3008
4 58 3104
4 59 2819
4 60 2848
4 61 3795
4 62 3794
4 63 3879
4 64 3135
4 65 3288
4 66 3684
4 67 3968
4 68 3629
4 69 3672
4 70 3435
4 71 4079
4 72 3496
4 73 4405
4 74 4343
4 75 4378
4 76 4386
4 77 4066
4 78 4520
4 79 4673
4 80 4526
4 81 4277
4 82 4147
4 83 4209
4 84 4491
4 85 4684
4 86 4153
4 87 4744
4 88 4920
4 89 4310
4 90 5113
4 91 5010
4 92 4473
4 93 5164
4 94 4820
4 95 4724
4 96 5417
4 97 5335
4 98 4778
4 99 5111
5 0 1075
5 1 297
5 2 166
5 3 637
5 4 809
5 6 717
5 7 314
5 8 1101
5 9 938
5 10 561
5 11 918
5 12 609
5 13 605
5 14 1416
5 15 1440
5 16 716
5 17 1282
5 18 1447
5 19 1411
5 20 1725
5 21 1521
5 22 907
5 23 1271
5 24 1906
5 25 1993
5 26 1204
5 27 1616
5 28 1298
5 29 1854
5 30 1351
5 31 1888
5 32 1985
5 33 2332
5 34 2073
5 35 2145
5 36 2547
5 37 1843
5 38 2400
5 39 1909
5 40 2116
5 41 2483
5 42 2140
5 43 2482
5 44 2872
5 45 2986
5 46 2719
5 47 2952
5 48 3126
5 49 2596
5 50 2712
5 51 2860
5 52 3202
5 53 3274
5 54 3358
5 55 2930
5 56 3484
5 57 2902
5 58 2779
5 59 3318
5 60 3155
5 61 3285
5 62 3167
5 63 3476
5 64 3461
5 65 3094
5 66 3815
5 67 4082
5 68 3267
5 69 4147
5 70 3981
5 71 3594
5 72 3385
5 73 3798
5 74 4362
5 75 4420
5 76 3884
5 77 3982
5 78 4210
5 79 3875
5 80 4215
5 81 3833
5 82 4559
5 83 3990
5 84 4743
5 85 4132
5 86 4768
5 87 4202
5 88 4686
5 89 4256
5 90 4682
5 91 4511
5 92 4429
5 93 4495
5 94 5159
5 95 4536
5 96 5149
5 97 4977
5 98 5103
5 99 5439
6 0 629
6 1 858
6 2 491
6 3 986
6 4 752
6 5 732
6 7 252
6 8 460
6 9 726
6 10 312
6 11 385
6 12 537
6 13 423
6 14 1026
6 15 994
6 16 1432
6 17 572
6 18 686
6 19 1015
6 20 872
6 21 1728
6 22 905
6 23 1096
6 24 1529
6 25 1609
6 26 1372
6 27 2016
6 28 1427
6 29 1159
6 30 1602
6 31 1256
6 32 2072
6 33 1695
6 34 2074
6 35 1495
6 36 2231
6 37 1969
6 38 2264
6 39 1689
6 40 1778
6 41 2366
6 42 2105
6 43 1893
6 44 2098
6 45 2766
6 46 2159
6 47 2955
6 48 2570
6 49 2729
6 50 2937
6 51 2829
6 52 3018
6 53 2796
6 54 2950
6 55 3438
6 56 2621
6 57 2839
6 58 2747
6 59 3505
6 60 3109
6 61 3340
6 62 3620
6 63 3059
6 64 3125
6 65 3018
6 66 3464
6 67 3811
6 68 3806
6 69 3420
6 70 3856
6 71 3321
6 72 4230
6 73 3588
6 74 3592
6 75 4085
6 76 3551
6 77 4459
6 78 4239
6 79 4305
6 80 4236
6 81 3909
6 82 4524
6 83 4178
6 84 4017
6 85 4344
6 86 4986
6 87 4746
6 88 5019
6 89 4614
6 90 5093
6 91 5170
6 92 4606
6 93 5044
6 94 5165
6 95 4991
6 96 4886
6 97 4770
6 98 5538
6 99 4866
7 0 977
7 1 713
7 2 1083
7 3 1002
7 4 907
7 5 213
7 6 1000
7 8 697
7 9 718
7 10 224
7 11 1066
7 12 605
7 13 1246
7 14 393
7 15 728
7 16 1412
7 17 918
7 18 1030
7 19 930
7 20 1294
7 21 940
7 22 1015
7 23 1753
7 24 867
7 25 1310
7 26 1359
7 27 1701
7 28 1156
7 29 1395
7 30 1325
7 31 1898
7 32 1747
7 33 1953
7 34 1376
7 35 1491
7 36 1651
7 37 2113
7 38 2352
7 39 1995
7 40 2474
7 41 2257
7 42 1979
7 43 2466
7 44 2805
7 45 2328
7 46 2885
7 47 2772
7 48 2357
7 49 2527
7 50 2548
7 51 3193
7 52 2978
7 53 2510
7 54 2547
7 55 3248
7 56 2765
7 57 3373
7 58 3340
7 59 2645
7 60 2890
7 61 3140
7 62 2876
7 63 3085
7 64 3086
7 65 3676
7 66 3202
7 67 3352
7 68 3213
7 69 3336
7 70 3599
7 71 3414
7 72 4239
7 73 3654
7 74 4221
7 75 4052
7 76 4091
7 77 3731
7 78 4369
7 79 4217
7 80 4221
7 81 3790
7 82 4563
7 83 3973
7 84 4692
7 85 4611
7 86 4296
7 87 4970
7 88 4807
7 89 4387
7 90 4317
7 91 4509
7 92 4690
7 93 5057
7 94 4806
7 95 4982
7 96 4595
7 97 4624
7 98 5056
7 99 4925
8 0 912
8 1 1230
8 2 1154
8 3 290
8 4 942
8 5 249
8 6 491
8 7 213
8 9 271
8 10 613
8 11 789
8 12 567
8 13 1218
8 14 713
8 15 706
8 16 726
8 17 958
8 18 801
8 19 1471
8 20 1486
8 21 786
8 22 936
8 23 1352
8 24 1292
8 25 979
8 26 1067
8 27 1781
8 28 1179
8 29 1531
8 30 1686
8 31 1859
8 32 1949
8 33 1251
8 34 2015
8 35 1983
8 36 2008
8 37 1982
8 38 2210
8 39 2309
8 40 1693
8 41 2152
8 42 2119
8 43 2136
8 44 2429
8 45 1878
8 46 2138
8 47 2651
8 48 2701
8 49 2760
8 50 2394
8 51 2399
8 52 2236
8 53 2269
8 54 2508
8 55 3246
8 56 3019
8 57 3109
8 58 3304
8 59 2655
8 60 3140
8 61 2693
8 62 2884
8 63 3499
8 64 3645
8 65 3159
8 66 3023
8 67 3008
8 68 3831
8 69 3864
8 70 4041
8 71 3291
8 72 3562
8 73 3630
8 74 3842
8 75 4291
8 76 4124
8 77 4273
8 78 3736
8 79 4036
8 80 4170
8 81 3704
8 82 4612
8 83 4530
8 84 4605
8 85 3904
8 86 4655
8 87 4302
8 88 4737
8 89 4129
8 90 4817
8 91 4869
8 92 4434
8 93 5194
8 94 4843
8 95 4367
8 96 5336
8 97 4494
8 98 4974
8 99 5070
9 0 711
9 1 1292
9 2 493
9 3 510
9 4 1165
9 5 951
9 6 606
9 7 172
9 8 357
9 10 553
9 11 779
9 12 238
9 13 660
9 14 400
9 15 433
9 16 662
9 17 545
9 18 579
9 19 993
9 20 562
9 21 1519
9 22 1478
9 23 1407
9 24 983
9 25 1109
9 26 1456
9 27 1715
9 28 1825
9 29 1292
9 30 1560
9 31 1915
9 32 2146
9 33 2057
9 34 1328
9 35 2032
9 36 2188
9 37 2352
9 38 1890
9 39 1687
9 40 2449
9 41 2579
9 42 2416
9 43 2138
9 44 2369
9 45 2724
9 46 2079
9 47 2512
9 48 2484
9 49 2255
9 50 2335
9 51 2739
9 52 3032
9 53 2460
9 54 2828
9 55 2856
9 56 2909
9 57 2548
9 58 3449
9 59 2557
9 60 3503
9 61 3577
9 62 2822
9 63 3110
9 64 2868
9 65 3483
9 66 3615
9 67 3624
9 68 3423
9 69 3464
9 70 3944
9 71 3305
9 72 4044
9 73 3644
9 74 3869
9 75 3751
9 76 3581
9 77 3473
9 78 4206
9 79 4489
9 80 4036
9 81 4504
9 82 3683
9 83 3707
9 84 3761
9 85 4681
9 86 4476
9 87 4094
9 88 4215
9 89 4544
9 90 4685
9 91 4951
9 92 4538
9 93 4816
9 94 4672
9 95 4575
9 96 4452
9 97 4684
9 98 4875
9 99 4699
10 0 1495
10 1 1150
10 2 961
10 3 1318
10 4 717
10 5 599
10 6 1047
10 7 867
10 8 607
10 9 790
10 11 636
10 12 452
10 13 246
10 14 236
10 15 983
10 16 779
10 17 997
10 18 1094
10 19 949
10 20 568
10 21 1284
10 22 832
10 23 1522
10 24 851
10 25 1498
10 26 1585
10 27 1196
10 28 1238
10 29 1002
10 30 1004
10 31 1354
10 32 1473
10 33 1169
10 34 1667
10 35 1763
10 36 1911
10 37 1529
10 38 2382
10 39 1763
10 40 1872
10 41 1623
10 42 2148
10 43 2153
10 44 1937
10 45 2625
10 46 2570
10 47 1908
10 48 2201
10 49 2492
10 50 2866
10 51 2167
10 52 2638
10 53 2925
10 54 2485
10 55 2330
10 56 3271
10 57 2759
10 58 3323
10 59 3412
10 60 2779
10 61 2973
10 62 3034
10 63 3078
10 64 3690
10 65 3184
10 66 3326
10 67 3137
10 68 3689
10 69 3731
10 70 3736
10 71 3243
10 72 3716
10 73 4133
10 74 3882
10 75 4238
10 76 4232
10 77 4342
10 78 3730
10 79 4369
10 80 3519
10 81 4270
10 82 3653
10 83 4515
10 84 4183
10 85 3762
10 86 4518
10 87 4789
10 88 4365
10 89 4897
10 90 4423
10 91 4495
10 92 5022
10 93 4942
10 94 4935
10 95 4686
10 96 5230
10 97 5214
10 98 5132
10 99 5028
11 0 1086
11 1 675
11 2 1165
11 3 839
11 4 1064
11 5 1170
11 6 296
11 7 647
11 8 555
11 9 300
11 10 399
11 12 430
11 13 644
11 14 786
11 15 208
11 16 1000
11 17 997
11 18 1075
11 19 588
11 20 1425
11 21 1044
11 22 991
11 23 1068
11 24 1317
11 25 847
11 26 1141
11 27 810
11 28 1594
11 29 1269
11 30 1619
11 31 1198
11 32 1829
11 33 1271
11 34 1583
11 35 1558
11 36 1334
11 37 1596
11 38 1380
11 39 1503
11 40 1668
11 41 1572
11 42 2454
11 43 2235
11 44 2628
11 45 1783
11 46 2306
11 47 2003
11 48 2630
11 49 2855
11 50 2728
11 51 2455
11 52 3008
11 53 2355
11 54 2394
11 55 2235
11 56 2679
11 57 2510
11 58 2850
11 59 2636
11 60 2763
11 61 2815
11 62 3263
11 63 3124
11 64 3091
11 65 3626
11 66 3496
11 67 3618
11 68 3553
11 69 3727
11 70 3748
11 71 3574
11 72 3615
11 73 3201
11 74 3713
11 75 4067
11 76 3346
11 77 4050
11 78 4292
11 79 4302
11 80 4037
11 81 4213
11 82 4240
11 83 4590
11 84 4153
11 85 3948
11 86 3890
11 87 4156
11 88 4076
11 89 4019
11 90 4773
11 91 4333
11 92 4696
11 93 5013
11 94 4977
11 95 5069
11 96 5062
11 97 4317
11 98 5010
11 99 4750
12 0 784
12 1 1386
12 2 748
12 3 652
12 4 1079
12 5 691
12 6 1124
12 7 1152
12 8 1094
12 9 566
12 10 862
12 11 441
12 13 318
12 14 1047
12 15 949
12 16 337
12 17 1021
12 18 998
12 19 1071
12 20 1086
12 21 1397
12 22 599
12 23 965
12 24 1156
12 25 1514
12 26 1069
12 27 1098
12 28 1450
12 29 1150
12 30 1008
12 31 1555
12 32 1619
12 33 1242
12 34 1549
12 35 1800
12 36 1956
12 37 2162
12 38 1922
12 39 1500
12 40 2331
12 41 1830
12 42 2357
12 43 2272
12 44 1817
12 45 1960
12 46 2477
12 47 2613
12 48 1914
12 49 2083
12 50 2817
12 51 2193
12 52 2073
12 53 2224
12 54 2152
12 55 3068
12 56 2537
12 57 2575
12 58 2489
12 59 2467
12 60 2474
12 61 3228
12 62 3116
12 63 2684
12 64 3529
12 65 2888
12 66 3327
12 67 2835
12 68 3595
12 69 3698
12 70 3590
12 71 3612
12 72 3395
12 73 3621
12 74 3709
12 75 3179
12 76 3682
12 77 3684
12 78 4144
12 79 3809
12 80 3478
12 81 4355
12 82 3781
12 83 3855
12 84 3655
12 85 4607
12 86 4336
12 87 4376
12 88 4085
12 89 4321
12 90 3911
12 91 4657
12 92 4838
12 93 4327
12 94 4431
12 95 4533
12 96 4959
12 97 4860
12 98 5231
12 99 5183
13 0 1018
13 1 1064
13 2 1125
13 3 1332
13 4 983
13 5 962
13 6 462
13 7 926
13 8 1029
13 9 950
13 10 848
13 11 918
13 12 882
13 14 397
13 15 866
13 16 786
13 17 1157
13 18 450
13 19 485
13 20 1306
13 21 512
13 22 503
13 23 1273
13 24 983
13 25 1565
13 26 1640
13 27 802
13 28 893
13 29 1030
13 30 1527
13 31 1884
13 32 1627
13 33 1851
13 34 1713
13 35 1555
13 36 1866
13 37 1731
13 38 2012
13 39 2170
13 40 1544
13 41 1891
13 42 1750
13 43 2144
13 44 2076
13 45 1878
13 46 1850
13 47 2112
13 48 2058
13 49 2702
13 50 2423
13 51 1921
13 52 2625
13 53 2705
13 54 2418
13 55 2645
13 56 2492
13 57 2400
13 58 2821
13 59 3221
13 60 3142
13 61 2733
13 62 3264
13 63 3277
13 64 2689
13 65 3171
13 66 2695
13 67 3188
13 68 3544
13 69 3778
13 70 3204
13 71 3119
13 72 3867
13 73 3026
13 74 3870
13 75 3767
13 76 3667
13 77 3232
13 78 3897
13 79 4160
13 80 4175
13 81 3663
13 82 4056
13 83 3874
13 84 4455
13 85 4193
13 86 3905
13 87 4397
13 88 4503
13 89 3879
13 90 4688
13 91 4665
13 92 4542
13 93 4237
13 94 4063
13 95 4700
13 96 4623
13 97 4384
13 98 4853
13 99 4352
14 0 829
14 1 758
14 2 1202
14 3 1110
14 4 1215
14 5 500
14 6 1373
14 7 1315
14 8 916
14 9 297
14 10 617
14 11 498
14 12 295
14 13 493
14 15 341
14 16 1098
14 17 802
14 18 1144
14 19 652
14 20 496
14 21 537
14 22 1329
14 23 753
14 24 1324
14 25 1246
14 26 1349
14 27 1157
14 28 808
14 29 958
14 30 1636
14 31 945
14 32 1638
14 33 1857
14 34 1793
14 35 1364
14 36 1527
14 37 1393
14 38 1449
14 39 1600
14 40 2256
14 41 2117
14 42 2387
14 43 1998
14 44 1681
14 45 2480
14 46 1696
14 47 2196
14 48 2024
14 49 1795
14 50 2133
14 51 2820
14 52 2742
14 53 2386
14 54 2566
14 55 2918
14 56 2608
14 57 2454
14 58 2518
14 59 2393
14 60 2553
14 61 3190
14 62 3396
14 63 3054
14 64 3085
14 65 2980
14 66 3144
14 67 3493
14 68 3353
14 69 3413
14 70 3439
14 71 3556
14 72 2938
14 73 2984
14 74 3619
14 75 3444
14 76 3364
14 77 3427
14 78 3638
14 79 3703
14 80 4068
14 81 3914
14 82 3912
14 83 3488
14 84 3767
14 85 3578
14 86 3967
14 87 4553
14 88 4603
14 89 4558
14 90 4367
14 91 4627
14 92 4023
14 93 4551
14 94 4091
14 95 4489
14 96 4183
14 97 4273
14 98 4482
14 99 4638
15 0 1653
15 1 1337
15 2 1071
15 3 622
15 4 843
15 5 797
15 6 570
15 7 1019
15 8 1145
15 9 521
15 10 424
15 11 523
15 12 575
15 13 677
15 14 852
15 16 672
15 17 803
15 18 376
15 19 1164
15 20 722
15 21 383
15 22 533
15 23 625
15 24 795
15 25 1370
15 26 1544
15 27 1471
15 28 1028
15 29 939
15 30 1279
15 31 902
15 32 1239
15 33 1875
15 34 980
15 35 1122
15 36 1190
15 37 1115
15 38 1777
15 39 1505
15 40 1679
15 41 2179
15 42 1600
15 43 1968
15 44 1775
15 45 2109
15 46 2354
15 47 2371
15 48 1772
15 49 2146
15 50 2550
15 51 1812
15 52 2111
15 53 2003
15 54 2476
15 55 2196
15 56 2378
15 57 2578
15 58 2875
15 59 2544
15 60 3070
15 61 2737
15 62 2896
15 63 2605
15 64 3353
15 65 2699
15 66 3528
15 67 2663
15 68 3550
15 69 3418
15 70 3663
15 71 2967
15 72 3660
15 73 3817
15 74 3770
15 75 3139
15 76 3908
15 77 3715
15 78 3466
15 79 3522
15 80 3733
15 81 3460
15 82 3602
15 83 3592
15 84 3874
15 85 4431
15 86 3835
15 87 4159
15 88 4167
15 89 4463
15 90 4518
15 91 4575
15 92 4712
15 93 4481
15 94 4138
15 95 4967
15 96 5043
15 97 4370
15 98 4270
15 99 4484
16 0 1332
16 1 1111
16 2 1631
16 3 1219
16 4 1194
16 5 690
16 6 1158
16 7 1346
16 8 650
16 9 1306
16 10 1143
16 11 250
16 12 624
16 13 955
16 14 155
16 15 490
16 17 858
16 18 386
16 19 946
16 20 930
16 21 499
16 22 441
16 23 954
16 24 620
16 25 745
16 26 523
16 27 910
16 28 1003
16 29 685
16 30 1415
16 31 1048
16 32 1184
16 33 1280
16 34 1556
16 35 1759
16 36 1552
16 37 1205
16 38 1479
16 39 1380
16 40 2143
16 41 1471
16 42 1586
16 43 2277
16 44 1460
16 45 2428
16 46 2209
16 47 2271
16 48 1851
16 49 2072
16 50 2502
16 51 2265
16 52 2103
16 53 2788
16 54 2760
16 55 2863
16 56 2758
16 57 2353
16 58 2432
16 59 2468
16 60 3138
16 61 2272
16 62 2428
16 63 2508
16 64 2620
16 65 3435
16 66 2959
16 67 2881
16 68 2860
16 69 3297
16 70 3232
16 71 3484
16 72 3134
16 73 3806
16 74 3218
16 75 3254
16 76 3327
16 77 3305
16 78 3364
16 79 3880
16 80 3809
16 81 3683
16 82 3698
16 83 3600
16 84 4212
16 85 4228
16 86 3732
16 87 4196
16 88 4093
16 89 3952
16 90 4454
16 91 4188
16 92 3899
16 93 4498
16 94 4368
16 95 3963
16 96 4439
16 97 4728
16 98 5014
16 99 4246
17 0 1630
17 1 1637
17 2 1612
17 3 1039
17 4 1106
17 5 1166
17 6 1458
17 7 1492
17 8 555
17 9 545
17 10 581
17 11 829
17 12 309
17 13 905
17 14 520
17 15 1028
17 16 411
17 18 555
17 19 1038
17 20 411
17 21 755
17 22 351
17 23 590
17 24 566
17 25 1295
17 26 1446
17 27 1027
17 28 765
17 29 1546
17 30 1406
17 31 1009
17 32 1344
17 33 872
17 34 1816
17 35 1365
17 36 1203
17 37 1179
17 38 1605
17 39 1997
17 40 1348
17 41 1465
17 42 2098
17 43 1964
17 44 1957
17 45 2265
17 46 2248
17 47 2267
17 48 2148
17 49 2599
17 50 2120
17 51 2420
17 52 2162
17 53 2358
17 54 2053
17 55 2288
17 56 2449
17 57 2901
17 58 2201
17 59 2493
17 60 3002
17 61 2637
17 62 2341
17 63 2984
17 64 2781
17 65 2906
17 66 3107
17 67 3233
17 68 3201
17 69 2768
17 70 3078
17 71 3271
17 72 3695
17 73 3191
17 74 3493
17 75 3121
17 76 3602
17 77 3386
17 78 3251
17 79 3487
17 80 3578
17 81 3381
17 82 3747
17 83 3992
17 84 4146
17 85 3614
17 86 3722
17 87 3677
17 88 3806
17 89 4006
17 90 3701
17 91 3758
17 92 4497
17 93 3895
17 94 4333
17 95 4427
17 96 4286
17 97 4855
17 98 4592
17 99 4294
18 0 1347
18 1 1192
18 2 1112
18 3 1721
18 4 846
18 5 1591
18 6 1186
18 7 1474
18 8 1124
18 9 1153
18 10 961
18 11 989
18 12 1006
18 13 254
18 14 994
18 15 642
18 16 409
18 17 470
18 19 719
18 20 635
18 21 261
18 22 233
18 23 889
18 24 574
18 25 579
18 26 1064
18 27 647
18 28 1275
18 29 706
18 30 1370
18 31 1215
18 32 1140
18 33 1037
18 34 981
18 35 1113
18 36 1182
18 37 1783
18 38 1008
18 39 1095
18 40 1195
18 41 1369
18 42 2120
18 43 1705
18 44 2055
18 45 1422
18 46 2068
18 47 2259
18 48 2166
18 49 1900
18 50 2535
18 51 2099
18 52 2260
18 53 2254
18 54 1919
18 55 2790
18 56 2829
18 57 2544
18 58 2378
18 59 2706
18 60 2214
18 61 2243
18 62 2505
18 63 3233
18 64 2427
18 65 2442
18 66 3287
18 67 3252
18 68 2707
18 69 2940
18 70 2699
18 71 2814
18 72 3584
18 73 2851
18 74 3731
18 75 3235
18 76 3244
18 77 3003
18 78 3084
18 79 3889
18 80 3385
18 81 3743
18 82 3440
18 83 3310
18 84 3791
18 85 4345
18 86 3504
18 87 3738
18 88 4243
18 89 3728
18 90 4162
18 91 4630
18 92 4077
18 93 3983
18 94 4492
18 95 4445
18 96 3947
18 97 4468
18 98 4986
18 99 4658
19 0 1311
19 1 988
19 2 974
19 3 1272
19 4 1563
19 5 1137
19 6 1309
19 7 689
19 8 1314
19 9 1030
19 10 487
19 11 1124
19 12 1138
19 13 976
19 14 1089
19 15 847
19 16 773
19 17 667
19 18 117
19 20 615
19 21 368
19 22 1131
19 23 1163
19 24 1164
19 25 1217
19 26 599
19 27 668
19 28 732
19 29 1021
19 30 971
19 31 1326
19 32 1171
19 33 1582
19 34 1303
19 35 1435
19 36 1819
19 37 1365
19 38 1386
19 39 1278
19 40 1209
19 41 1692
19 42 1653
19 43 1918
19 44 1328
19 45 1981
19 46 1558
19 47 1659
19 48 1499
19 49 2130
19 50 1571
19 51 2401
19 52 1845
19 53 1821
19 54 2329
19 55 1986
19 56 2819
19 57 2432
19 58 2419
19 59 2313
19 60 2748
19 61 2871
19 62 2846
19 63 3116
19 64 2864
19 65 2885
19 66 2645
19 67 3225
19 68 3183
19 69 2524
19 70 2752
19 71 3125
19 72 3067
19 73 3017
19 74 2842
19 75 3224
19 76 2985
19 77 3503
19 78 3787
19 79 3821
19 80 3084
19 81 3803
19 82 3659
19 83 3401
19 84 4163
19 85 3584
19 86 3561
19 87 3730
19 88 4195
19 89 3972
19 90 4123
19 91 3810
19 92 4231
19 93 4482
19 94 4727
19 95 3955
19 96 4200
19 97 4098
19 98 4593
19 99 4062
20 0 1694
20 1 1456
20 2 1083
20 3 1705
20 4 881
20 5 1464
20 6 1237
20 7 813
20 8 1198
20 9 1504
20 10 679
20 11 1318
20 12 1162
20 13 1064
20 14 907
20 15 286
20 16 735
20 17 188
20 18 794
20 19 795
20 21 661
20 22 531
20 23 743
20 24 720
20 25 925
20 26 743
20 27 1212
20 28 1397
20 29 571
20 30 1004
20 31 898
20 32 1417
20 33 901
20 34 923
20 35 1240
20 36 1085
20 37 1449
20 38 1834
20 39 1380
20 40 1814
20 41 1606
20 42 1138
20 43 1736
20 44 1201
20 45 1340
20 46 2051
20 47 1825
20 48 1649
20 49 2335
20 50 2300
20 51 1826
20 52 1943
20 53 2440
20 54 2559
20 55 2198
20 56 2010
20 57 2188
20 58 2836
20 59 2174
20 60 2087
20 61 2297
20 62 2533
20 63 2666
20 64 2706
